100,60
100,61
100,63
100,65
100,67
100,69
100,72
100,75
100,78
100,81
100,84
100,88
100,91
100,95
100,98
100,102
100,106
100,110
100,114
100,119
100,124
100,128
100,133
100,139
100,146
103,153
106,160
109,168
113,177
116,186
121,197
125,208
130,221
133,230
135,237
138,245
140,253
142,260
145,268
147,276
150,284
153,294
155,304
158,313
161,323
164,333
166,343
169,353
171,363
174,370
177,368
180,367
182,365
185,363
188,362
190,361
193,360
195,360
198,359
201,359
203,358
206,358
208,358
212,359
215,359
218,360
222,362
226,363
229,365
233,368
237,370
240,370
242,370
246,370
249,370
253,370
256,370
260,370
263,370
268,370
272,369
276,367
281,364
285,360
289,356
292,352
296,346
299,340
303,333
307,325
311,319
313,315
316,310
318,305
321,301
324,297
326,293
329,289
331,286
334,282
337,279
339,276
342,273
344,271
347,268
349,266
352,263
354,261
357,259
360,257
363,256
365,254
368,253
370,252
373,251
375,250
378,250
381,249
385,249
388,249
392,249
395,250
399,251
402,252
405,253
408,255
410,256
413,258
415,259
418,261
421,263
424,266
427,270
431,273
434,277
437,281
437,286
435,291
437,296
437,300
435,304
437,308
437,312
439,317
442,322
445,329
449,336
453,344
456,352
460,361
464,370
468,369
473,367
477,367
481,366
484,366
486,366
489,366
491,367
494,367
497,368
499,369
502,370
505,370
509,370
512,370
517,370
521,370
526,370
531,370
536,370
541,370
545,370
548,370
551,370
553,370
556,370
558,370
561,370
563,370
566,370
568,370
571,370
573,370
576,370
579,370
581,370
584,370
586,368
589,366
592,364
594,361
597,357
599,353
601,348
604,343
606,338
609,333
612,328
614,323
617,319
619,314
622,310
624,306
627,302
630,297
632,293
635,290
638,286
641,283
643,280
646,277
648,274
651,272
654,269
656,267
659,264
662,262
665,261
668,259
671,257
674,256
678,255
682,254
686,253
691,253
695,253
700,254
704,256
709,258
712,259
714,261
717,262
720,264
723,266
725,268
728,271
730,273
733,276
735,278
738,281
740,284
743,287
745,291
748,295
751,299
754,303
756,307
759,312
761,316
764,321
768,328
772,335
775,342
779,351
784,361
788,370
793,369
797,367
802,367
807,366
812,367
816,367
821,369
825,370
828,370
831,370
833,370
836,370
839,370
842,370
844,370
847,370
850,370
853,370
855,370
858,369
860,368
863,366
865,363
868,359
870,356
873,351
876,346
878,340
881,335
884,329
887,324
889,318
892,313
895,308
897,303
900,298
902,294
905,289
907,285
910,281
913,277
915,273
918,270
921,266
923,263
926,260
929,256
932,253
935,250
938,247
941,245
944,243
947,241
949,240
952,238
954,237
957,236
959,235
962,234
964,233
967,233
969,233
972,232
975,233
978,233
981,233
983,234
986,235
989,236
992,237
994,238
998,240
1002,243
1006,246
1010,246
1014,246
1018,246
1023,246
1027,246
1031,245
1036,242
1040,239
1044,236
1047,233
1050,228
1054,222
1058,215
1063,207
1067,198
1071,190
1076,181
1080,175
1083,170
1086,166
1089,162
1091,158
1094,155
1097,151
1100,148
1103,145
1106,142
1109,139
1112,136
1115,134
1119,131
1122,129
1126,127
1129,126
1132,125
1135,124
1137,123
1140,123
1142,122
1145,122
1147,122
1150,122
1152,123
1155,123
1157,124
1160,125
1162,125
1164,127
1167,128
1169,129
1172,130
1174,132
1177,134
1179,136
1182,138
1184,140
1186,142
1189,145
1191,147
1194,150
1196,154
1199,157
1202,161
1205,165
1207,168
1210,172
1212,177
1215,181
1217,184
1220,184
1222,183
1225,183
1227,182
1229,182
1232,182
1234,182
1237,183
1239,183
1241,184
1244,184
1246,184
1249,184
1251,184
1254,184
1256,184
1258,184
1261,184
1263,184
1266,184
1268,184
1270,184
1273,184
1275,184
1277,184
1280,184
1282,184
1285,184
1287,184
1289,184
1292,184
1294,184
1297,184
1300,184
1303,184
1305,184
1308,184
1311,184
1313,184
1316,184
1318,184
1320,184
1323,184
1325,184
1327,184
1330,184
1333,184
1335,184
1338,184
1340,184
1343,184
1345,183
1348,181
1350,179
1352,176
1355,172
1357,168
1359,163
1362,159
1364,154
1367,149
1369,144
1371,139
1374,135
1376,130
1379,125
1381,120
1384,115
1386,111
1389,106
1392,101
1394,97
1397,93
1399,90
1401,86
1404,83
1407,79
1409,76
1411,73
1414,70
1417,67
1420,64
1423,61
1426,59
1428,57
1431,55
1433,53
1436,52
1439,50
1441,49
1444,48
1447,47
1449,46
1452,46
1455,45
1458,45
1462,45
1466,45
1470,46
1474,48
1478,49
1481,51
1484,52
1486,54
1488,55
1491,57
1493,59
1496,61
1498,64
1501,66
1503,68
1506,71
1508,74
1510,77
1513,80
1515,83
1517,86
1520,90
1522,93
1525,97
1527,101
1530,105
1532,109
1535,114
1537,118
1540,124
1543,130
1546,136
1548,141
1550,146
1553,152
1555,157
1558,163
1560,169
1562,175
1565,181
1567,187
1569,193
1572,199
1574,207
1577,214
1579,221
1582,228
1584,235
1586,242
1589,250
1591,257
1594,266
1597,277
1601,276
1605,274
1610,272
1613,271
1615,270
1617,269
1620,269
1622,269
1625,269
1627,269
1630,269
1632,269
1634,269
1637,269
1640,268
1642,266
1645,265
1648,264
1652,263
1655,262
1659,262
1664,262
1669,262
1673,263
1677,264
1681,266
1684,267
1688,269
